,property_name,link,society,price,area,areaWithType,bedRoom,bathroom,balcony,additionalRoom,address,floorNum,facing,agePossession,nearbyLocations,description,furnishDetails,features,rating,property_id,,,,,,
,1 BHK Flat in Mulund West,https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-sale-in-mulund-west-central-mumbai-suburbs-725-sq-ft-spid-H69993090,Vasundhara height,90 Lac,"₹ 19,955/sq.ft.",Super Built up area 725(67.35 sq.m.)Carpet area: 451 sq.ft. (41.9 sq.m.),1 Bedroom,2 Bathrooms,1 Balcony,,"Mulund West, Central Mumbai suburbs, Mumbai",11st   of 22 Floors,East,0 to 1 Year Old,"['Datt Mandir', 'Balrajeshwar', 'Blarajeshwar', 'Shantoshi Mata Mandir', 'Jain Derasar', 'Ganesh Mandir', 'Parshavnath Jain Derasar', 'Ambaji Dham', 'Bileshwar Mahadev', 'Gurudwara Sri Dashmesh Darbar', 'Platinum Hospitals', 'Manawata Hospital and Smt Nalinighag Maternity', 'Dr. Muddebihalkar Hospital and Iccu', 'Ria Nursing Home', ""Dr.Priya's Sai Niwas Maternity and Infertility Nursing Home"", 'Om Children Maternity and Surgical Nursing Home', 'Arogya Health Care', 'Pooja Hospital Thane', 'Dhanwantary Hospital and ICCU', 'LAV KUSH Children Hospital', 'Prasad Surgical and Children Nursing Home', 'Saarthi Health Care', 'Padmashree Nursing Home Mulund', 'Anmmol Orthovision', 'Dr. Shettys E.N.T. Hospital', ""Dr.Redkar's Maternity and Nursing Home"", ""Dr. Khona's E. N. T. Hospital & Regional Center"", 'Daxini Heart Centre', 'Meher Ambe Nursing Home', 'Indira Nursing Home Mumbai', 'Government Hospital Mulund', 'HIGHWAY HOSPITAL', 'Indraprastha Hall', 'Zojwala Petroleum', 'PVR', 'Cinemax', 'Cyndicate bank', 'Sarswat bank', 'TIP TOP Plaza', 'Radha Krishna Pure Veg', 'Ashapura', 'Ram Punjab', 'FARSANI DUNIYA', 'Fuel Fast Food', 'Saiemaas', 'Shubham', 'Janana Sarita School Ground', 'Nav Bharat School', 'Lohana Kanya Shala School']","451 carpet 
3 months possession
Few inventory available",,"['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Piped-gas', 'Natural Light', 'Airy Rooms', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant']","['Lifestyle4.3 out of 5', 'Connectivity4.5 out of 5', 'Safety4.3 out of 5', 'Environment4.1 out of 5']",H69993090,,,,,,
,2 BHK Flat in Malad West,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-sri-balaji-enclave-malad-west-mumbai-andheri-dahisar-604-sq-ft-spid-H69868522,Sri Balaji Enclave,1.9 Crore,"₹ 31,456/sq.ft.",Carpet area: 604 (56.11 sq.m.),2 Bedrooms,2 Bathrooms,No Balcony,"Pooja Room,Study Room","110, Malad West, Mumbai Andheri-Dahisar, Mumbai",6th   of 21 Floors,South,1 to 5 Year Old,"['Upcoming Metro Station', 'Inobit Mall', 'Infinity Mall', 'VIBGYOR School']","Sri balaji enclave is one of mumbai andheri-Dahisar's most sought after destination for apartments and this 2 bhk flat in malad west is your opportunity to be a part of this community. This residential flat is north-Facing direction. The flat is over 604 sq.Ft. Carpet area and comes with 2 bedroom(s), 2 bathrooms . This flat lies on the 11th level of a 21 storey building. As the project is already ready to move, so you can easily move into this 1-5 years old property. The flat comes well built with vitrified flooring options. Another plus point for this is that it is situated near close to metro station, close to school, close to hospital and close to mall. The flat will offer a modern lifestyle as it is presented with many of the amenities such as cctv surveillance, club house / community center, fitness centre / gym, park, lift(s), maintenance staff, visitor parking and security personnel. The housing society ensures a continuous supply of water to your flat from municipal corporation.
 Additional details :Piped gas facility is available in the property.
The apartment has borings water supply.
Daily needs shopping could be done within the society premises to make the stay convinent.
Full power backup is available.
The society has dedicated security guards for every tower.","['4 Fan', '1 Exhaust Fan', '1 Dining Table', '2 Geyser', '11 Light', '1 Curtains', '1 Modular Kitchen', '2 Wardrobe', '1 Sofa', 'No AC', 'No Bed', 'No Chimney', 'No Microwave', 'No Fridge', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'False Ceiling Lighting', 'Piped-gas', 'Visitor Parking', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center']","['Lifestyle4.3 out of 5', 'Connectivity4.3 out of 5', 'Safety4.2 out of 5', 'Environment3.9 out of 5']",H69868522,,,,,,
,2 BHK Flat in Bhiwandi,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-tata-amantra-complex-bhiwandi-mumbai-beyond-thane-709-sq-ft-spid-P70441502,Tata Amantra Complex,51 Lac,"₹ 7,193/sq.ft.",Carpet area: 709 (65.87 sq.m.),2 Bedrooms,2 Bathrooms,1 Balcony,"Pooja Room,Study Room","165, Bhiwandi, Mumbai Beyond Thane, Mumbai",7th   of 24 Floors,North,1 to 5 Year Old,"['MEETESH CHOUDHARI HOUSE NEAR AGNIMATA TEMPLE TEMGHAR', 'Dhanwantari Multispeciality Hospital', 'Pranayu Multispeciality Hospital', 'Shree Krupa Hospital Thane', 'Bhole Sai', 'Sea Rose']","Situated in bhiwandi, mumbai beyond thane, tata amantra complex is a well planned society that offers a pleasant living experience to its residents. This 2 bhk flat in mumbai beyond thane is your opportunity to be a part of this community. The flat is facing the east direction. The flat occupies a carpet area of 709 sq.Ft. That consists of 2 bedrooms, 2 bathrooms and 1 balcony. This flat is situated on the 20th floor of this 24 floors tall residential building. This 1-5 years old property is available for immediate possession as the project is ready to move. The flat comes well built with granite flooring options. This flat is located near close to metro station, close to school, close to hospital and close to market. The flat will offer a modern lifestyle as it is presented with many of the amenities such as maintenance staff, visitor parking, lift(s), park, water softening plant, swimming pool, fitness centre / gym, club house / community center and security personnel. You enjoy a 24*7 access to water in your flat.
 Additional details :Piped gas facility is available in the property.
The apartment has borings water supply.
Daily needs shopping could be done within the society premises to make the stay convinent.
Full power backup is available.
There is also a separate washroom for domestic help.
The society has dedicated security guards for every tower.","['2 Bed', '2 Wardrobe', '5 Fan', '1 Sofa', '1 Geyser', '1 Washing Machine', '6 Light', '1 AC', '1 TV', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Stove', 'No Water Purifier']","['Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'Water purifier', 'Centrally Air Conditioned', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Internet/wi-fi connectivity', 'Airy Rooms', 'Spacious Interiors', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']","['Lifestyle3.8 out of 5', 'Connectivity3.9 out of 5', 'Safety3.8 out of 5', 'Environment3.3 out of 5']",P70441502,,,,,,
,3 BHK Flat in Ghodbunder Road,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-hiranandani-burlington-ghodbunder-road-mumbai-thane-1420-sq-ft-spid-R70420398,Hiranandani Burlington,2.4 Crore,"₹ 16,901/sq.ft.",Carpet area: 1420 (131.92 sq.m.),3 Bedrooms,3 Bathrooms,No Balcony,,"Ghodbunder Road, Thane, Mumbai",18th   of 22 Floors,,10+ Year Old,"['Dhanlaxmi Shopping', 'Ganesh Mandir', 'ganesh temple', 'Axis bank ATM', 'Standard chartered bank ATM', 'Citibank ATM', 'Icici ATM', 'Bank of baroda ATM', 'Hdfc bank ATM', 'Kevalya Hospital', 'Currae Hospital', 'Manasi Maternity & General Hospital', 'Horizon Prime Hospital', 'K. M. C.Nursing Home and Polyclinic', 'Maheshwari Multispeciality Hospital', 'Janani Nursing Home & Hospital', 'Dr. Darandale', 'Dr. Maheshwari Hospital', 'Shiv Drushti Eye & Dental Hospital Clinic', 'Tirupati Hospital', 'Titan Hospital', ""Dr. Amar's Karkhanis Super- Speciality Hospital"", 'Metro Hospital and Icu', 'Orthonova Hospital', 'Arcadia Chemist', 'Indian overseas bank', 'Axis bank', 'Union bank atm', 'Icici bank', 'Punjab national bank', 'Federal bank', 'KFC', ""Natural's Ice Cream"", 'Pizza Hut', 'Ribbons & Balloons Cake Shop', ""D'Crepes"", 'Starbucks', 'Spice Up', 'Barbeque Nation', 'Dominoz Pizza', ""McDonald's"", 'Jumbo King', 'Hotel Snack Attack', 'Medusa', 'Hiranandani Foundation School', 'MaChePhy Eduworld', 'Universal high school', 'Arun Muchhala polytechnic college', 'Orchids The International School Thane', 'Aakash Academy']",3 bhk flat for sale in burlington near hiranandani foundation school,"['5 Fan', '1 Exhaust Fan', '3 Geyser', '8 Light', '2 AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking']","['Lifestyle4.4 out of 5', 'Connectivity4.4 out of 5', 'Safety4.3 out of 5', 'Environment4.2 out of 5']",R70420398,,,,,,
,1 BHK Flat in New Panvel,https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-sale-in-new-panvel-navi-mumbai-600-sq-ft-spid-O69982758,Praradi Pearl,37 Lac,"₹ 6,166/sq.ft.",Carpet area: 600 (55.74 sq.m.),1 Bedroom,1 Bathroom,2 Balconies,,"New Panvel, Navi Mumbai, Mumbai",4th   of 4 Floors,,1 to 5 Year Old,,"1 bhk flat in new panvel 15 min from panvel railway station 
Rera approved flat
100% lone available in nationalized bank 
Ready to move 
Spacious flat with balcony",,"['Lift(s)', 'Water Storage', 'Park', 'Visitor Parking', 'Waste Disposal']","['Lifestyle4.1 out of 5', 'Connectivity4.3 out of 5', 'Safety4.3 out of 5', 'Environment4.1 out of 5']",O69982758,,,,,,
,1 BHK Flat in Unnati Sector 19A Ulwe,https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-sale-in-cidco-unnati-unnati-sector-19a-ulwe-navi-mumbai-452-sq-ft-spid-U70461972,Cidco Unnati3.9 ★,42.5 Lac,"₹ 9,402/sq.ft.",Super Built up area 452(41.99 sq.m.)Carpet area: 325 sq.ft. (30.19 sq.m.),1 Bedroom,1 Bathroom,2 Balconies,,"Unnati Sector 19A Ulwe, Navi Mumbai, Mumbai",3rd   of 7 Floors,,5 to 10 Year Old,"['Nerul Sector NMMT Bus Depot', 'Baman-dongri railway station', 'Baman-dongri railway station', 'Targhar railway station', 'Kharkopar railway station']","24 hours water supply
Garden
3 mins walking distance to bamanodongri railway station.
Open parking
Cctv camera","['1 Exhaust Fan', '1 Light', '1 Wardrobe', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking']","['Management3.9 out of 5', 'Connectivity4 out of 5', 'Amenities3.9 out of 5', 'Construction3.7 out of 5', 'Green Area3.9 out of 5']",U70461972,,,,,,
,2 BHK Flat in Katrap,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-katrap-mumbai-beyond-thane-875-sq-ft-spid-W69988586,Shree Maharaja Heights,36 Lac,"₹ 4,114/sq.ft.",Built Up area: 875 (81.29 sq.m.),2 Bedrooms,2 Bathrooms,No Balcony,,"401, Katrap, Mumbai Beyond Thane, Mumbai",4th   of 7 Floors,South-East,5 to 10 Year Old,"['Shri Guru Datt Temple', 'Khidkali Mahadev Mandir', 'Bijankur Hospital', 'MGM Hospital', ""Ratnadeep Children's Hospitals"", 'Shree Manav Kalyan Hospital', 'HP PETROL PUMP - SAI PETROLEUM -', 'H P Katai Petrol Pump', 'Hotel Chetna', 'HOTEL Kushala Paradise', 'Hotel Kokan Ratna', 'Nilaje railway station', 'Dativali railway station']","This is prime location property on main road touch ambedkar chowk, gr 7th floor single building, lift with full power backup, cctv, parking available 
Hurry up for best deal!!!
 Additional details :Piped gas facility is available in the property.
The apartment has borings water supply.
Daily needs shopping could be done within the society premises to make the stay convinent.
Full power backup is available.
There is also a separate washroom for domestic help.
The society has dedicated security guards for every tower.",,"['Lift(s)', 'Water Storage', 'No open drainage around', 'Visitor Parking', 'Natural Light', 'Airy Rooms']","['Lifestyle3.6 out of 5', 'Connectivity3.6 out of 5', 'Safety3.7 out of 5', 'Environment3.9 out of 5']",W69988586,,,,,,
,3 BHK Flat in Kolshet Road,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-lodha-amara-kolshe-road-mumbai-thane-1169-sq-ft-spid-F70684302,Lodha Amara4.4 ★,1.82 Crore,"₹ 15,526/sq.ft.",Carpet area: 1169 (108.6 sq.m.),3 Bedrooms,3 Bathrooms,No Balcony,"Pooja Room,Study Room,Others","Kolshet Road, Thane, Mumbai",15th   of 28 Floors,North-West,1 to 5 Year Old,"['Cosmos Mall', 'R-Mall Thane west', 'Wonder Mall', 'High Street Mall', 'Lodha Boulevard Shopping Mall', 'Majiwada Bridge', 'St . Xaviers English High School Manpada', 'Narayana Academy City, Thane West', 'Sahyog College of Management Studies', 'Jupiter Hospital, Thane', 'Lifeline Hospital Thane', 'Bethany Hospital Shastri Nagarr', 'Sapphire Hospitals Kharegaon', 'Horizon Hospital in Thane, Mumbai .']","Lodha amara is one of the most popular destination for buying apartments/ flats in kolshet road, thane. You too can be a part of this society by purchasing this 3 bhk flat here. The flat occupies a carpet area of 1169 sq.Ft. That consists of 3 bedrooms, 3 bathrooms . This flat is situated on the 15th floor of this 28 floors tall residential building. This is a ready to move project and the property is 1-5 years old.",,"['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking']","['Management4.3 out of 5', 'Connectivity4.2 out of 5', 'Amenities4.6 out of 5', 'Construction4.1 out of 5', 'Green Area4.6 out of 5']",F70684302,,,,,,
,3 BHK Flat in Mira Road East,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-jp-north-mira-road-east-miraroad-and-beyond-1386-sq-ft-spid-A70783550,JP North4.1 ★,1.65 Crore,"₹ 11,904/sq.ft.",Super Built up area 1386(128.76 sq.m.)Built Up area: 1250 sq.ft. (116.13 sq.m.)Carpet area: 1100 sq.ft. (102.19 sq.m.),3 Bedrooms,3 Bathrooms,3 Balconies,,"Mira Road East, Mira Road And Beyond, Mumbai",9th   of 23 Floors,,0 to 1 Year Old,"['Metro Station', 'Ghodbunder Market', 'D Mart Mira Road', 'Maxus Mall', 'Sanjay Gandhi National Park', 'Western Express Highway', 'Mira Road', 'Singapore International School', ""St. Xavier's High School"", 'Vedant International High School', 'Wockhardt Hospitals', 'Seven Eleven Hospital', 'International Airport.', 'Ghodbunder Bus Depot', 'Hotel Western']","This lovely 3 bhk apartment/flat in mira road east is available for sale in one of mira road and beyond's most popular projects, jp north. Containing 3 bedroom(s), 3 bathrooms and 3 balconies, this flat is spread over a super built up area of 1386 sq.Ft. The residential building has 23 floors in total and the flat for sale is located on the 9th floor. This 0-1 year old property is available for immediate possession as the project is ready to move.","['3 Wardrobe', '4 Fan', '1 Exhaust Fan', '3 Geyser', '11 Light', '3 Curtains', '2 AC', '1 Chimney', '1 Modular Kitchen', 'No Bed', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Internet/wi-fi connectivity', 'Airy Rooms', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']","['Management4.1 out of 5', 'Connectivity3.9 out of 5', 'Amenities4.2 out of 5', 'Construction4.1 out of 5', 'Green Area4 out of 5']",A70783550,,,,,,
,2 BHK Flat in Panvel,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-hiranandani-fortune-city-panvel-navi-mumbai-905-sq-ft-spid-M69850878,Hiranandani Fortune City,91 Lac,"₹ 10,055/sq.ft.",Carpet area: 905 (84.08 sq.m.),2 Bedrooms,2 Bathrooms,1 Balcony,,"0000, Panvel, Navi Mumbai, Mumbai",25th   of 33 Floors,East,1 to 5 Year Old,"['Mohope Railway Station', 'Orion mall', 'National Highway 48', 'Chhatrapati Shivaji Maharaj University', 'Shree Swaminarayan Gurukul Int. School', 'Gandhi Super Speciality Hospital', 'Chhatrapati Shivaji Maharaj Int. Airport']","Amazing 2 bhk apartment available at an affordable budget price in hiranandani fortune city panvel. Hiranandani fortune city is a self-Sustained township at the fastest growing corridor of panvel, navi- Mumbai and close to upcoming navi-Mumbai international airport. It is an environment friendly habitat with efficient planning of public, semi-Public and private spaces. Picturesque view from every room. Vastu compliant apartment with1 covered car parking. The price excludes government charges and stamp duty. For viewing and more details, call now.
 Additional details :Piped gas facility is available in the property.
The apartment has borings water supply.
Daily needs shopping could be done within the society premises to make the stay convinent.
Full power backup is available.
There is also a separate washroom for domestic help.
The society has dedicated security guards for every tower.",,"['Centrally Air Conditioned', 'Water purifier', 'Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']","['Lifestyle4.2 out of 5', 'Connectivity4.3 out of 5', 'Safety4.2 out of 5', 'Environment4 out of 5']",M69850878,,,,,,
